whispertinyEntranscription_text,whisperbaseEntranscription_text,whispersmallEntranscription_text,whispermediumEntranscription_text,whisperturbotranscription_text,whisperlargetranscription_text,transcription,filename,id,whispertinyEnwer,whispersmallEnwer,whispermediumEnwer,whisperlargewer,whisperturbower
 I will give a great amount of pressure on the sides of the neck., A few are great about the pressure on the sides of my neck., I feel a great amount of pressure on the sides of my neck., I feel a great amount of pressure on the sides of my neck., I feel a great amount of pressure on the sides of my neck., I feel a great amount of pressure on the sides of my neck.,I feel a great amount of pressure on the sides of my neck,train_sample_334.wav,train_sample_334.wav,30.76923076923077,7.6923076923076925,7.6923076923076925,7.6923076923076925,7.6923076923076925
 I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., I don't have the energy to do the things that I used to., Je n'ai pas l'énergie pour faire les choses dont j'ai l'habitude.,I don't have the energy to do the things that I used to,train_sample_335.wav,train_sample_335.wav,7.6923076923076925,7.6923076923076925,7.6923076923076925,100.0,7.6923076923076925
 I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard., I feel a sharp pain in my head when I think too hard.,I feel a sharp pain in my head when I think too hard.,train_sample_336.wav,train_sample_336.wav,0.0,0.0,0.0,0.0,0.0
 It feels like someone stuck a knife into my shoulder., It feels like someone stuck a knife into my shoulder., It feels like someone stuck a knife into my shoulder., It feels like someone stuck a knife into my shoulder., It feels like someone stuck a knife into my shoulder., It feels like someone stuck a knife into my shoulder.,It feels like someone stuck a knife into my shoulder,train_sample_337.wav,train_sample_337.wav,10.0,10.0,10.0,10.0,10.0
 I feel like I just can't cope anymore. I feel overwhelmed and like I just can't get a break., I feel like I just can't cope anymore. I feel overwhelmed and like I just can't get a break., I feel like I just can't cope anymore. I feel overwhelmed and like I just can't get a break., I feel like I just can't cope anymore. I feel overwhelmed and like I just can't get a break., I feel like I just can't cope anymore. I feel overwhelmed and like I just can't get a break., I feel like I just can't cope anymore. I feel overwhelmed and like I just can't get a break,"I feel like I just can't cope anymore, I feel overwhelmed and like I just can't get a break.",train_sample_338.wav,train_sample_338.wav,5.263157894736842,5.263157894736842,5.263157894736842,10.526315789473683,5.263157894736842
 What helps God's sleep faster?, What helps cuts heal faster?, what helps cuts hill faster, What helps cuts him faster?, What helps cuts hill faster?, what helps cuts hill faster,What helps cuts heal faster?,train_sample_339.wav,train_sample_339.wav,40.0,60.0,20.0,60.0,20.0
" I feel like I went to an active, untraced practice and had 100 needles in my shoulder.", I feel like I went to an acupuncture practice and had 100 needles in my shoulder., I feel like I went to an acupuncture practice and had a hundred needles in my shoulder., I feel like I went to an acupuncture practice and had a hundred needles in my shoulder., I feel like I went to an acupuncture practice and had a hundred needles in my shoulder., I feel like I went to an acupuncture practice and had a hundred needles in my shoulder.,I feel like I went to an acupuncture's practice and had 100 needles in my shoulder,train_sample_340.wav,train_sample_340.wav,18.75,25.0,25.0,25.0,25.0
 My foot is hurting so much., My foot is hurting so much., My foot is hurting so much., My foot is hurting so much., My foot is hurting so much., My foot is hurting so much.,My foot is hurting so much.,train_sample_341.wav,train_sample_341.wav,0.0,0.0,0.0,0.0,0.0
 I have a neck pain when I sit in front of my laptop., I have a neck pain when I sit in front of my laptop., I have a neck pain when I sit in front of my laptop., I have a neck pain when I sit in front of my laptop., I have a neck pain when I sit in front of my laptop., I have a neck pain when I sit in front of my laptop.,I have a neck pain when I sit in-front of my laptop.,train_sample_342.wav,train_sample_342.wav,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664,16.666666666666664
 I lose a lot of my hair., I lose a lot of my hair., I lose a lot of my hair., I lose a lot of my hair., I lose a lot of my hair., I lose a lot of my hair.,I lose a lot of my hair,train_sample_343.wav,train_sample_343.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 I will paint in my joint after any grain the last performance I played., I will paint in my joint after an in green the last football match I played., I feel pain in my joint after an injury in the last football match I played., I feel pain in my joint after an injury in the last football match I played., I feel pain in my joint after an injury in the last football match I played., I feel pain in my joint after an injury in the last football match I played.,I feel pain in my joint after an injury in the last football match I played.,train_sample_344.wav,train_sample_344.wav,43.75,0.0,0.0,0.0,0.0
" I have a blurry vision and I can't see in the darkness. What is the reason, Doctor?"," I have a blurry vision and I can't see in the darkness. What is the reason, doctor?"," I have a blurry vision and I can't see in the darkness. What is the reason, doctor?"," I have a blurry vision and I can't see in the darkness. What is the reason, Doctor?"," I have a blurry vision and I can't see in the darkness. What is the reason, doctor?"," I have a blurry vision and I can't see in the darkness. What is the reason, doctor?","I have a blurry vision and i can't see in the darkness , what is the reason doctor ?",train_sample_345.wav,train_sample_345.wav,36.84210526315789,36.84210526315789,36.84210526315789,36.84210526315789,36.84210526315789
 amyl indictments parameters.," My acne, itches and oges."," my acne, itches and ogis", My acne is itches and urges," My acne, itches and oges."," my acne, itches and oozes",My acne itches and oozes.,train_sample_346.wav,train_sample_346.wav,100.0,60.0,40.0,60.0,40.0
" When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body."," When I wake up in the morning, I feel a soreness in my body.",When I wake up in the morning I feel a soreness in my body,train_sample_347.wav,train_sample_347.wav,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285,14.285714285714285
 Sometimes my body feels weak without freezing., Sometimes my body will speak without breathing., Sometimes my body feels weak without breathing., Sometimes my body feels weak without breathing., Sometimes my body feels weak without reason., Sometimes my body feels weak without reason.,Sometimes my body feels week without reason,train_sample_2.wav,train_sample_2.wav,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857,28.57142857142857
 They feel like a swollen knot at my shoulder blade with pain shooting from that., There feels like a swollen knot at my shoulder blade with pain shooting from that., There feels like a swollen knot at my shoulder blade with pain shooting from that., There feels like a swollen knot at my shoulder blade with pain shooting from that., There feels like a swollen knot at my shoulder blade with pain shooting from that., There feels like a swollen knot at my shoulder blade with pain shooting from that.,There feels like a swollen knot at my shoulderblade with pain shooting from that,train_sample_3.wav,train_sample_3.wav,35.714285714285715,21.428571428571427,21.428571428571427,21.428571428571427,21.428571428571427
 When I get out of bed in the morning my body feels very weak., When I get out of bed in the morning my body feels very weak.," When I get out of bed in the morning, my body feels very weak."," When I get out of bed in the morning, my body feels very weak."," When I get out of bed in the morning, my body feels very weak."," When I get out of bed in the morning, my body feels very weak.",When I get out of bed in the morning my body feels very weak.,train_sample_4.wav,train_sample_4.wav,0.0,7.142857142857142,7.142857142857142,7.142857142857142,7.142857142857142
